1,-0.101250813078515
0,-0.022086671893102
0,-0.102083345280866
0,-0.102083345280866
0,-0.102083344954695
1,-0.062334355622272
1,-0.10208333934967
0,-0.10207036683049
1,-0.102083343089624
1,-0.102083345280866
1,-0.102082768982242
0,-0.102029104549385
1,-0.102083345280828
0,-0.102083345280866
1,0.083871468124326
1,-0.101915656871974
1,-0.102083140371714
1,-0.102083345280809
1,-0.102083345280866
0,-0.102083345280866
1,-0.102083344713561
0,-0.10208334370825
1,-0.102082178395332
0,-0.10136353012555
1,-0.090082101227774
1,-0.099991028896819
1,-0.102083345280866
0,-0.102065555025165
1,-0.102083345280866
1,-0.102083193128886
1,-0.102083345280866
1,-0.102083345280866
1,-0.102083345193493
1,-0.102083345280866
1,-0.102083345280866
1,-0.102083344727
0,-0.102083344491566
1,-0.102083345280866
1,-0.102083345280866
1,-0.058162079597319
1,-0.102082687913314
1,-0.102083337034789
1,-0.102083331629779
0,-0.102083345280866
0,-0.102079329777896
1,-0.102083345269416
0,-0.102083345280762
1,-0.102083345253427
1,-0.102083330755926
1,-0.102083345280866
1,-0.100969670205182
1,-0.102083345280866
1,-0.102083345280866
1,-0.102060398352202
1,-0.102051975532875
1,-0.102083345280866
1,-0.102082156336687
1,-0.102083345173771
1,-0.102004697526244
0,0.497526265427716
1,-0.102081618023345
1,-0.094065955365932
1,-0.102083345273059
0,-0.102083345280866
1,-0.102083345280866
0,-0.10208334412748
1,-0.102083344308091
1,-0.102081236949927
0,13.1360320333295
1,-0.102083345280866
0,-0.102083345280866
0,-0.102083331216227
1,2.84628269209236
1,0.345477963314011
1,-0.10208334511988
1,0.110188030493641
1,-0.10207200220074
0,-0.102083345280866
0,0.042884800564008
1,-0.102083345280866
1,-0.102083345165136
0,-0.101834367642166
1,-0.061282395649163
1,-0.102083345280866
1,-0.102077696473993
1,-0.102083345280866
1,-0.102083345280866
1,-0.102083261318026
1,-0.102083345280866
0,-0.102020985218374
1,-0.102075384987484
1,-0.101866160346996
1,-0.102081684444844
0,-0.1013065675013
0,-0.102083345280866
1,-0.102083345280866
1,-0.102083345280866
1,-0.102083345280866
0,-0.102083345280866
1,-0.102043221112132
1,-0.102083345280866
1,-0.102083345280866
0,-0.102083343566391
1,-0.100547036254785
0,-0.09862968978479
1,-0.102057872357371
0,-0.102083345280866
1,-0.101629968944288
1,-0.102083345280866
1,-0.102081729773043
1,-0.102083345278951
1,-0.102083345280866
1,-0.102061493900159
1,-0.090653511242216
1,-0.102083345280866
1,-0.102079503629774
1,-0.101994568218844
0,-0.10173985180212
1,-0.102083345280866
1,-0.07507436417122
1,-0.094040954956782
1,-0.101812298621922
1,-0.101989296706914
1,-0.102083345280408
1,-0.102083345280866
1,-0.098076135185627
1,-0.100645841787134
1,-0.102083345280866
0,-0.102029223985465
0,-0.102083345280866
1,-0.102083345280866
0,-0.102083345280866
1,-0.015398106894107
0,-0.088587011151402
1,-0.102083345280866
1,-0.102005225602599
1,-0.102083345280866
0,-0.102083235775614
0,-0.102083345280866
0,-0.102083345280866
0,-0.101020473417018
0,-0.102083246362887
0,-0.102083345280551
1,-0.102083345280866
1,-0.102083345280866
1,-0.102083345280858
1,-0.102083313721548
1,-0.10208334527744
1,-0.100249528124909
1,-0.102083308744432
1,-0.102083071600547
1,-0.102083345280863
1,-0.047070213750292
1,-0.102083345280866
1,-0.102083345280857
1,-0.102083275971355
1,-0.102063758577615
1,-0.102083345280866
1,-0.102083345280852
1,-0.090841248482423
0,-0.095420883338464
0,-0.102083344223139
1,0.438992232098661
1,-0.102083345280863
1,-0.102083345280866
1,-0.102083306958775
0,-0.10208334523879
1,-0.102082931793062
1,-0.102083345280865
1,-0.10208035826252
1,-0.102082490237943
0,-0.10208332412721
1,-0.102081254112764
0,-0.102083345280866
1,-0.102081434716428
0,-0.102083345280866
1,-0.102083345280866
1,-0.102083345280866
0,-0.102061570803266
1,-0.102083345280866
1,-0.102083345280866
1,-0.10208332700256
0,-0.102083345280866
0,-0.102082477474933
